날짜,종가,오픈,고가,저가,거래량,변동 %
2016년 05월 09일,"25,980 ","25,800 ","26,000 ","25,700 ","13,660,000 ",-97.99%
2016년 05월 04일,"25,800 ","25,440 ","25,800 ","25,240 ","13,890,000 ",2.30%
2016년 05월 03일,"25,220 ","25,340 ","25,400 ","25,120 ","7,890,000 ",0.88%
2016년 05월 02일,"25,000 ","24,940 ","25,240 ","24,900 ","7,010,000 ",-97.99%
2016년 04월 29일,"24,900 ","25,200 ","25,340 ","24,840 ","14,630,000 ",-1.58%
2016년 04월 28일,"25,300 ","26,000 ","26,000 ","25,220 ","13,940,000 ",-2.69%
2016년 04월 27일,"26,000 ","25,880 ","26,000 ","25,720 ","8,240,000 ",0.31%
2016년 04월 26일,"25,920 ","25,700 ","26,100 ","25,660 ","7,930,000 ",1.17%
2016년 04월 25일,"25,620 ","25,700 ","25,700 ","25,420 ","4,590,000 ",-98.00%
2016년 04월 22일,"25,600 ","25,880 ","25,880 ","25,540 ","5,730,000 ",-1.08%
2016년 04월 21일,"25,880 ","26,000 ","26,020 ","25,760 ","7,240,000 ",-0.38%
2016년 04월 20일,"25,980 ","25,640 ","26,000 ","25,640 ","7,320,000 ",0.85%
2016년 04월 19일,"25,760 ","25,880 ","25,920 ","25,660 ","7,210,000 ",-0.85%
2016년 04월 18일,"25,980 ","25,900 ","26,100 ","25,840 ","6,420,000 ",-98.00%
2016년 04월 15일,"26,000 ","26,180 ","26,200 ","25,800 ","6,830,000 ",0.00%
2016년 04월 14일,"26,000 ","26,000 ","26,040 ","25,780 ","16,630,000 ",-97.96%
